Year,Jurisdiction,Type,Stream,Management,Fate,Tonnes
2018,SA,Miscellaneous,Total,Recycling,Recycling,190873.0
2018,SA,Miscellaneous,Total,Treatment,Disposal,24518.0
2018,SA,Miscellaneous,Total,Treatment,Energy recovery,0.0
2018,SA,Miscellaneous,Total,Treatment,Recycling,53659.0
2018,SA,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2018,SA,Organics,C&D,Landfill,Disposal,7637.0
2018,SA,Organics,C&D,Landfill,Energy recovery,1696.0
2018,SA,Organics,C&D,Recycling,Recycling,13388.0
2018,SA,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2018,SA,Organics,C&I,Landfill,Disposal,30090.0
2018,SA,Organics,C&I,Landfill,Energy recovery,12920.0
2018,SA,Organics,C&I,Other disposal,Disposal,2297.0
2018,SA,Organics,C&I,Recycling,Recycling,822249.0
2018,SA,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2018,SA,Organics,MSW,Landfill,Disposal,146757.0
2018,SA,Organics,MSW,Landfill,Energy recovery,60102.0
2018,SA,Organics,MSW,Recycling,Recycling,190315.0
2018,SA,Organics,Total,Energy from waste facility,Energy recovery,0.0
2018,SA,Organics,Total,Landfill,Disposal,184483.0
2018,SA,Organics,Total,Landfill,Energy recovery,74718.0
2018,SA,Organics,Total,Other disposal,Disposal,2297.0
2018,SA,Organics,Total,Recycling,Recycling,1025953.0
2018,SA,Paper and Cardboard,C&D,Recycling,Recycling,640.0
2018,SA,Paper and Cardboard,C&I,Recycling,Recycling,148114.0
2018,SA,Paper and Cardboard,MSW,Recycling,Recycling,80011.0
2018,SA,Paper and Cardboard,Total,Recycling,Recycling,228765.0
2018,SA,Plastics,C&D,Recycling,Recycling,180.0
2018,SA,Plastics,C&I,Recycling,Recycling,7270.0
2018,SA,Plastics,MSW,Recycling,Recycling,10803.0
2018,SA,Plastics,Total,Recycling,Recycling,18252.0
2018,Tas,Chemicals,C&D,Landfill,Disposal,0.0
2018,Tas,Chemicals,C&D,Other disposal,Disposal,0.0
2018,Tas,Chemicals,C&D,Recycling,Recycling,0.0
2018,Tas,Chemicals,C&D,Treatment,Disposal,0.0
2018,Tas,Chemicals,C&D,Treatment,Energy recovery,0.0
2018,Tas,Chemicals,C&D,Treatment,Recycling,0.0
2018,Tas,Chemicals,C&I,Landfill,Disposal,54286.0
2018,Tas,Chemicals,C&I,Other disposal,Disposal,128.0
2018,Tas,Chemicals,C&I,Recycling,Recycling,199126.0
2018,Tas,Chemicals,C&I,Treatment,Disposal,14057.0
2018,Tas,Chemicals,C&I,Treatment,Energy recovery,26.0
2018,Tas,Chemicals,C&I,Treatment,Recycling,122705.0
2018,Tas,Chemicals,Total,Landfill,Disposal,54286.0
2018,Tas,Chemicals,Total,Other disposal,Disposal,128.0
2018,Tas,Chemicals,Total,Recycling,Recycling,199126.0
2018,Tas,Chemicals,Total,Treatment,Disposal,14057.0
2018,Tas,Chemicals,Total,Treatment,Energy recovery,26.0
2018,Tas,Chemicals,Total,Treatment,Recycling,122705.0
2018,Tas,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2018,Tas,Construction Waste,C&D,Landfill,Disposal,2068.0
2018,Tas,Construction Waste,C&D,Landfill,Energy recovery,65.0
2018,Tas,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2018,Tas,Construction Waste,C&I,Landfill,Disposal,26556.0
2018,Tas,Construction Waste,C&I,Landfill,Energy recovery,832.0
2018,Tas,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2018,Tas,Construction Waste,MSW,Landfill,Disposal,1445.0
2018,Tas,Construction Waste,MSW,Landfill,Energy recovery,45.0
2018,Tas,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2018,Tas,Construction Waste,Total,Landfill,Disposal,30069.0
2018,Tas,Construction Waste,Total,Landfill,Energy recovery,942.0
2018,Tas,Glass,C&D,Recycling,Recycling,0.0
2018,Tas,Glass,C&I,Recycling,Recycling,1001.0
2018,Tas,Glass,MSW,Recycling,Recycling,12270.0
2018,Tas,Glass,Total,Recycling,Recycling,13272.0
2018,Tas,Metals,C&D,Recycling,Recycling,0.0
2018,Tas,Metals,C&I,Recycling,Recycling,5382.0
2018,Tas,Metals,MSW,Recycling,Recycling,1191.0
2018,Tas,Metals,Total,Recycling,Recycling,6572.0
2018,Tas,Miscellaneous,C&D,Landfill,Disposal,25511.0
2018,Tas,Miscellaneous,C&D,Other disposal,Disposal,1.0
2018,Tas,Miscellaneous,C&D,Recycling,Recycling,590.0
2018,Tas,Miscellaneous,C&D,Treatment,Disposal,438.0
2018,Tas,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2018,Tas,Miscellaneous,C&D,Treatment,Recycling,1749.0
2018,Tas,Miscellaneous,C&I,Energy from waste facility,Energy recovery,3633.0
2018,Tas,Miscellaneous,C&I,Landfill,Disposal,14253.0
2018,Tas,Miscellaneous,C&I,Other disposal,Disposal,139.0
2018,Tas,Miscellaneous,C&I,Recycling,Recycling,5277.0
2018,Tas,Miscellaneous,C&I,Treatment,Disposal,573.0
2018,Tas,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2018,Tas,Miscellaneous,C&I,Treatment,Recycling,824.0
2018,Tas,Miscellaneous,Total,Energy from waste facility,Energy recovery,3633.0
2018,Tas,Miscellaneous,Total,Landfill,Disposal,39764.0
2018,Tas,Miscellaneous,Total,Other disposal,Disposal,139.0
2018,Tas,Miscellaneous,Total,Recycling,Recycling,5867.0
2018,Tas,Miscellaneous,Total,Treatment,Disposal,1011.0
2018,Tas,Miscellaneous,Total,Treatment,Energy recovery,0.0
2018,Tas,Miscellaneous,Total,Treatment,Recycling,2573.0
2018,Tas,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2018,Tas,Organics,C&D,Landfill,Disposal,609.0
2018,Tas,Organics,C&D,Landfill,Energy recovery,102.0
2018,Tas,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2018,Tas,Organics,C&I,Landfill,Disposal,45385.0
2018,Tas,Organics,C&I,Landfill,Energy recovery,13773.0
2018,Tas,Organics,C&I,Other disposal,Disposal,0.0
2018,Tas,Organics,C&I,Recycling,Recycling,34980.0
2018,Tas,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2018,Tas,Organics,MSW,Landfill,Disposal,64990.0
2018,Tas,Organics,MSW,Landfill,Energy recovery,17732.0
2018,Tas,Organics,Total,Energy from waste facility,Energy recovery,0.0
2018,Tas,Organics,Total,Landfill,Disposal,110985.0
2018,Tas,Organics,Total,Landfill,Energy recovery,31606.0
2018,Tas,Organics,Total,Other disposal,Disposal,0.0
2018,Tas,Organics,Total,Recycling,Recycling,34980.0
2018,Tas,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2018,Tas,Paper and Cardboard,C&I,Recycling,Recycling,17013.0
2018,Tas,Paper and Cardboard,Total,Recycling,Recycling,17013.0
2018,Vic,Chemicals,C&D,Landfill,Disposal,0.0
2018,Vic,Chemicals,C&D,Other disposal,Disposal,0.0
2018,Vic,Chemicals,C&D,Recycling,Recycling,0.0
2018,Vic,Chemicals,C&D,Treatment,Disposal,0.0
2018,Vic,Chemicals,C&D,Treatment,Energy recovery,0.0
2018,Vic,Chemicals,C&D,Treatment,Recycling,0.0
2018,Vic,Chemicals,C&I,Landfill,Disposal,6347.0
2018,Vic,Chemicals,C&I,Other disposal,Disposal,97.0
2018,Vic,Chemicals,C&I,Recycling,Recycling,266145.0
2018,Vic,Chemicals,C&I,Treatment,Disposal,39592.0
2018,Vic,Chemicals,C&I,Treatment,Energy recovery,11691.0
2018,Vic,Chemicals,C&I,Treatment,Recycling,87549.0
2018,Vic,Chemicals,Total,Landfill,Disposal,6347.0
2018,Vic,Chemicals,Total,Other disposal,Disposal,97.0
2018,Vic,Chemicals,Total,Recycling,Recycling,266145.0
2018,Vic,Chemicals,Total,Treatment,Disposal,39592.0
2018,Vic,Chemicals,Total,Treatment,Energy recovery,11691.0
2018,Vic,Chemicals,Total,Treatment,Recycling,87549.0
2018,Vic,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2018,Vic,Construction Waste,C&D,Landfill,Disposal,113761.0
2018,Vic,Construction Waste,C&D,Landfill,Energy recovery,4245.0
2018,Vic,Construction Waste,C&D,Recycling,Recycling,6337430.0
2018,Vic,Construction Waste,C&I,Energy from waste facility,Energy recovery,25000.0
2018,Vic,Construction Waste,C&I,Landfill,Disposal,289454.0
2018,Vic,Construction Waste,C&I,Landfill,Energy recovery,10802.0
2018,Vic,Construction Waste,C&I,Recycling,Recycling,111033.0
2018,Vic,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2018,Vic,Construction Waste,MSW,Landfill,Disposal,25084.0
2018,Vic,Construction Waste,MSW,Landfill,Energy recovery,936.0
2018,Vic,Construction Waste,MSW,Recycling,Recycling,50001.0
2018,Vic,Construction Waste,Total,Energy from waste facility,Energy recovery,25000.0
2018,Vic,Construction Waste,Total,Landfill,Disposal,428300.0
2018,Vic,Construction Waste,Total,Landfill,Energy recovery,15984.0
2018,Vic,Construction Waste,Total,Recycling,Recycling,6498464.0
2018,Vic,Glass,C&D,Recycling,Recycling,972.0
2018,Vic,Glass,C&I,Recycling,Recycling,17385.0
2018,Vic,Glass,MSW,Recycling,Recycling,176295.0
2018,Vic,Glass,Total,Recycling,Recycling,194652.0
2018,Vic,Metals,C&D,Recycling,Recycling,174057.0
2018,Vic,Metals,C&I,Recycling,Recycling,744846.0
2018,Vic,Metals,MSW,Recycling,Recycling,321210.0
2018,Vic,Metals,Total,Recycling,Recycling,1240113.0
2018,Vic,Miscellaneous,C&D,Landfill,Disposal,480515.0
2018,Vic,Miscellaneous,C&D,Other disposal,Disposal,0.0
2018,Vic,Miscellaneous,C&D,Recycling,Recycling,39001.0
2018,Vic,Miscellaneous,C&D,Treatment,Disposal,12957.0
2018,Vic,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2018,Vic,Miscellaneous,C&D,Treatment,Recycling,51830.0
2018,Vic,Miscellaneous,C&I,Energy from waste facility,Energy recovery,48528.0
2018,Vic,Miscellaneous,C&I,Landfill,Disposal,268636.0
2018,Vic,Miscellaneous,C&I,Other disposal,Disposal,7459.0
2018,Vic,Miscellaneous,C&I,Other disposal,Long-term storage,857180.0
2018,Vic,Miscellaneous,C&I,Recycling,Recycling,80635.0
2018,Vic,Miscellaneous,C&I,Treatment,Disposal,27992.0
2018,Vic,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2018,Vic,Miscellaneous,C&I,Treatment,Recycling,25102.0
2018,Vic,Miscellaneous,MSW,Recycling,Recycling,572.0
2018,Vic,Miscellaneous,Total,Energy from waste facility,Energy recovery,48528.0
2018,Vic,Miscellaneous,Total,Landfill,Disposal,749152.0
2018,Vic,Miscellaneous,Total,Other disposal,Disposal,7459.0
2018,Vic,Miscellaneous,Total,Other disposal,Long-term storage,857180.0
2018,Vic,Miscellaneous,Total,Recycling,Recycling,120208.0
2018,Vic,Miscellaneous,Total,Treatment,Disposal,40949.0
2018,Vic,Miscellaneous,Total,Treatment,Energy recovery,0.0
2018,Vic,Miscellaneous,Total,Treatment,Recycling,76932.0
2018,Vic,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2018,Vic,Organics,C&D,Landfill,Disposal,20559.0
2018,Vic,Organics,C&D,Landfill,Energy recovery,4672.0
2018,Vic,Organics,C&D,Recycling,Recycling,19313.0
2018,Vic,Organics,C&I,Anaerobic digestion,Recycling,31379.0
2018,Vic,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2018,Vic,Organics,C&I,Landfill,Disposal,315522.0
2018,Vic,Organics,C&I,Landfill,Energy recovery,114290.0
2018,Vic,Organics,C&I,Other disposal,Disposal,25617.0
2018,Vic,Organics,C&I,Recycling,Recycling,1080526.0
2018,Vic,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2018,Vic,Organics,MSW,Landfill,Disposal,686038.0
2018,Vic,Organics,MSW,Landfill,Energy recovery,254503.0
2018,Vic,Organics,MSW,Recycling,Recycling,510228.0
2018,Vic,Organics,Total,Anaerobic digestion,Recycling,31379.0
2018,Vic,Organics,Total,Energy from waste facility,Energy recovery,31379.0
2018,Vic,Organics,Total,Landfill,Disposal,1022119.0
2018,Vic,Organics,Total,Landfill,Energy recovery,373465.0
2018,Vic,Organics,Total,Other disposal,Disposal,25617.0
2018,Vic,Organics,Total,Recycling,Recycling,1578688.0
2018,Vic,Paper and Cardboard,C&D,Recycling,Recycling,85.0
2018,Vic,Paper and Cardboard,C&I,Recycling,Recycling,647319.0
2018,Vic,Paper and Cardboard,MSW,Recycling,Recycling,5448.0
2018,Vic,Paper and Cardboard,Total,Recycling,Recycling,652852.0
2018,WA,Chemicals,C&D,Landfill,Disposal,0.0
2018,WA,Chemicals,C&D,Other disposal,Disposal,0.0
2018,WA,Chemicals,C&D,Recycling,Recycling,0.0
2018,WA,Chemicals,C&D,Treatment,Disposal,0.0
2018,WA,Chemicals,C&D,Treatment,Energy recovery,0.0
2018,WA,Chemicals,C&D,Treatment,Recycling,0.0
2018,WA,Chemicals,C&I,Landfill,Disposal,168177.0
2018,WA,Chemicals,C&I,Other disposal,Disposal,0.0
2018,WA,Chemicals,C&I,Recycling,Recycling,326931.0
2018,WA,Chemicals,C&I,Treatment,Disposal,8768.0
2018,WA,Chemicals,C&I,Treatment,Energy recovery,11375.0
2018,WA,Chemicals,C&I,Treatment,Recycling,47078.0
2018,WA,Chemicals,Total,Landfill,Disposal,168177.0
2018,WA,Chemicals,Total,Other disposal,Disposal,0.0
2018,WA,Chemicals,Total,Recycling,Recycling,326931.0
2018,WA,Chemicals,Total,Treatment,Disposal,8768.0
2018,WA,Chemicals,Total,Treatment,Energy recovery,11375.0
2018,WA,Chemicals,Total,Treatment,Recycling,47078.0
2018,WA,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2018,WA,Construction Waste,C&D,Landfill,Disposal,20078.0
2018,WA,Construction Waste,C&D,Landfill,Energy recovery,304.0
2018,WA,Construction Waste,C&D,Recycling,Recycling,1382338.0
2018,WA,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2018,WA,Construction Waste,C&I,Landfill,Disposal,89991.0
2018,WA,Construction Waste,C&I,Landfill,Energy recovery,1362.0
2018,WA,Construction Waste,C&I,Recycling,Recycling,79403.0
2018,WA,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2018,WA,Construction Waste,MSW,Landfill,Disposal,9773.0
2018,WA,Construction Waste,MSW,Landfill,Energy recovery,148.0
2018,WA,Construction Waste,MSW,Recycling,Recycling,3123.0
2018,WA,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2018,WA,Construction Waste,Total,Landfill,Disposal,119841.0
2018,WA,Construction Waste,Total,Landfill,Energy recovery,1814.0
2018,WA,Construction Waste,Total,Recycling,Recycling,1464865.0
2018,WA,Glass,C&D,Recycling,Recycling,0.0
2018,WA,Glass,C&I,Recycling,Recycling,7161.0
2018,WA,Glass,MSW,Recycling,Recycling,48686.0
2018,WA,Glass,Total,Recycling,Recycling,55847.0
2018,WA,Metals,C&D,Recycling,Recycling,142446.0
2018,WA,Metals,C&I,Recycling,Recycling,446076.0
2018,WA,Metals,MSW,Recycling,Recycling,68627.0
2018,WA,Metals,Total,Recycling,Recycling,657150.0
2018,WA,Miscellaneous,C&D,Landfill,Disposal,22048.0
2018,WA,Miscellaneous,C&D,Other disposal,Disposal,0.0
2018,WA,Miscellaneous,C&D,Recycling,Recycling,991.0
2018,WA,Miscellaneous,C&D,Treatment,Disposal,225.0
2018,WA,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2018,WA,Miscellaneous,C&D,Treatment,Recycling,885.0
2018,WA,Miscellaneous,C&I,Energy from waste facility,Energy recovery,20803.0
2018,WA,Miscellaneous,C&I,Landfill,Disposal,37755.0
2018,WA,Miscellaneous,C&I,Other disposal,Disposal,3451.0
2018,WA,Miscellaneous,C&I,Other disposal,Long-term storage,291250.0
2018,WA,Miscellaneous,C&I,Recycling,Recycling,858302.0
2018,WA,Miscellaneous,C&I,Treatment,Disposal,61266.0
2018,WA,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2018,WA,Miscellaneous,C&I,Treatment,Recycling,13204.0
2018,WA,Miscellaneous,MSW,Recycling,Recycling,2962.0
2018,WA,Miscellaneous,Total,Energy from waste facility,Energy recovery,20803.0
2018,WA,Miscellaneous,Total,Landfill,Disposal,59804.0
2018,WA,Miscellaneous,Total,Other disposal,Disposal,3451.0
2018,WA,Miscellaneous,Total,Other disposal,Long-term storage,291250.0
2018,WA,Miscellaneous,Total,Recycling,Recycling,862255.0
2018,WA,Miscellaneous,Total,Treatment,Disposal,61491.0
2018,WA,Miscellaneous,Total,Treatment,Energy recovery,0.0
2018,WA,Miscellaneous,Total,Treatment,Recycling,14090.0
2018,WA,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2018,WA,Organics,C&D,Landfill,Disposal,6213.0
2018,WA,Organics,C&D,Landfill,Energy recovery,581.0
2018,WA,Organics,C&D,Recycling,Recycling,10174.0
2018,WA,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2018,WA,Organics,C&I,Landfill,Disposal,170221.0
2018,WA,Organics,C&I,Landfill,Energy recovery,27102.0
2018,WA,Organics,C&I,Other disposal,Disposal,40845.0
2018,WA,Organics,C&I,Recycling,Recycling,169322.0
2018,WA,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2018,WA,Organics,MSW,Landfill,Disposal,480819.0
2018,WA,Organics,MSW,Landfill,Energy recovery,69765.0
2018,WA,Organics,MSW,Recycling,Recycling,198818.0
2018,WA,Organics,Total,Energy from waste facility,Energy recovery,0.0
2018,WA,Organics,Total,Landfill,Disposal,657253.0
2018,WA,Organics,Total,Landfill,Energy recovery,97447.0
2018,WA,Organics,Total,Other disposal,Disposal,40845.0
2018,WA,Organics,Total,Recycling,Recycling,378314.0
2018,WA,Paper and Cardboard,C&D,Recycling,Recycling,0.0
2018,WA,Paper and Cardboard,C&I,Recycling,Recycling,129496.0
2018,WA,Paper and Cardboard,MSW,Recycling,Recycling,126865.0
2018,WA,Paper and Cardboard,Total,Recycling,Recycling,256361.0
2018,WA,Plastics,C&D,Recycling,Recycling,1599.0
2018,WA,Plastics,C&I,Recycling,Recycling,8187.0
2018,WA,Plastics,MSW,Recycling,Recycling,10169.0
2018,WA,Plastics,Total,Recycling,Recycling,19956.0
2019,ACT,Chemicals,C&D,Energy from waste facility,Energy recovery,0.0
2019,ACT,Chemicals,C&D,Landfill,Disposal,0.0
2019,ACT,Chemicals,C&D,Other disposal,Disposal,0.0
2019,ACT,Chemicals,C&D,Recycling,Recycling,0.0
2019,ACT,Chemicals,C&D,Treatment,Disposal,0.0
2019,ACT,Chemicals,C&D,Treatment,Energy recovery,0.0
2019,ACT,Chemicals,C&D,Treatment,Recycling,0.0
2019,ACT,Chemicals,C&I,Energy from waste facility,Energy recovery,0.0
2019,ACT,Chemicals,C&I,Landfill,Disposal,172.0
2019,ACT,Chemicals,C&I,Other disposal,Disposal,3.0
2019,ACT,Chemicals,C&I,Recycling,Recycling,4854.0
2019,ACT,Chemicals,C&I,Treatment,Disposal,556.0
2019,ACT,Chemicals,C&I,Treatment,Energy recovery,254.0
2019,ACT,Chemicals,C&I,Treatment,Recycling,1541.0
2019,ACT,Chemicals,Total,Energy from waste facility,Energy recovery,0.0
2019,ACT,Chemicals,Total,Landfill,Disposal,172.0
2019,ACT,Chemicals,Total,Other disposal,Disposal,3.0
2019,ACT,Chemicals,Total,Recycling,Recycling,4854.0
2019,ACT,Chemicals,Total,Treatment,Disposal,556.0
2019,ACT,Chemicals,Total,Treatment,Energy recovery,254.0
2019,ACT,Chemicals,Total,Treatment,Recycling,1541.0
2019,ACT,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2019,ACT,Construction Waste,C&D,Landfill,Disposal,18451.0
2019,ACT,Construction Waste,C&D,Landfill,Energy recovery,733.0
2019,ACT,Construction Waste,C&D,Recycling,Recycling,250893.0
2019,ACT,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2019,ACT,Construction Waste,C&I,Landfill,Disposal,13535.0
2019,ACT,Construction Waste,C&I,Landfill,Energy recovery,537.0
2019,ACT,Construction Waste,C&I,Recycling,Recycling,245.0
2019,ACT,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2019,ACT,Construction Waste,MSW,Landfill,Disposal,4315.0
2019,ACT,Construction Waste,MSW,Landfill,Energy recovery,171.0
2019,ACT,Construction Waste,MSW,Recycling,Recycling,0.0
2019,ACT,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2019,ACT,Construction Waste,Total,Landfill,Disposal,36301.0
2019,ACT,Construction Waste,Total,Landfill,Energy recovery,1441.0
2019,ACT,Construction Waste,Total,Recycling,Recycling,251137.0
2019,ACT,Glass,C&D,Recycling,Recycling,588.0
2019,ACT,Glass,C&I,Recycling,Recycling,16809.0
2019,ACT,Glass,MSW,Recycling,Recycling,810.0
2019,ACT,Glass,Total,Recycling,Recycling,18206.0
2019,ACT,Metals,C&D,Recycling,Recycling,2508.0
2019,ACT,Metals,C&I,Recycling,Recycling,61591.0
2019,ACT,Metals,MSW,Recycling,Recycling,251.0
2019,ACT,Metals,Total,Recycling,Recycling,64349.0
2019,ACT,Mining and Quarrying,C&D,Recycling,Recycling,45985.0
2019,ACT,Mining and Quarrying,C&D,Waste reuse,Waste reuse,195858.0
2019,ACT,Mining and Quarrying,C&I,Recycling,Recycling,1971.0
2019,ACT,Mining and Quarrying,MSW,Recycling,Recycling,0.0
2019,ACT,Mining and Quarrying,Total,Recycling,Recycling,47956.0
2019,ACT,Mining and Quarrying,Total,Waste reuse,Waste reuse,195858.0
2019,ACT,Miscellaneous,C&D,Energy from waste facility,Energy recovery,0.0
2019,ACT,Miscellaneous,C&D,Landfill,Disposal,20709.0
2019,ACT,Miscellaneous,C&D,Other disposal,Disposal,0.0
2019,ACT,Miscellaneous,C&D,Recycling,Recycling,592.0
2019,ACT,Miscellaneous,C&D,Treatment,Disposal,643.0
2019,ACT,Miscellaneous,C&D,Treatment,Energy recovery,0.0
2019,ACT,Miscellaneous,C&D,Treatment,Recycling,2519.0
2019,ACT,Miscellaneous,C&I,Energy from waste facility,Energy recovery,2750.0
2019,ACT,Miscellaneous,C&I,Landfill,Disposal,18853.0
2019,ACT,Miscellaneous,C&I,Other disposal,Disposal,233.0
2019,ACT,Miscellaneous,C&I,Recycling,Recycling,1470.0
2019,ACT,Miscellaneous,C&I,Treatment,Disposal,412.0
2019,ACT,Miscellaneous,C&I,Treatment,Energy recovery,0.0
2019,ACT,Miscellaneous,C&I,Treatment,Recycling,982.0
2019,ACT,Miscellaneous,C&I,Waste reuse,Waste reuse,3.0
2019,ACT,Miscellaneous,MSW,Landfill,Disposal,3698.0
2019,ACT,Miscellaneous,MSW,Recycling,Recycling,56.0
2019,ACT,Miscellaneous,MSW,Waste reuse,Waste reuse,10713.0
2019,ACT,Miscellaneous,Total,Energy from waste facility,Energy recovery,2750.0
2019,ACT,Miscellaneous,Total,Landfill,Disposal,43260.0
2019,ACT,Miscellaneous,Total,Other disposal,Disposal,233.0
2019,ACT,Miscellaneous,Total,Recycling,Recycling,2118.0
2019,ACT,Miscellaneous,Total,Treatment,Disposal,1055.0
2019,ACT,Miscellaneous,Total,Treatment,Energy recovery,0.0
2019,ACT,Miscellaneous,Total,Treatment,Recycling,3501.0
2019,ACT,Miscellaneous,Total,Waste reuse,Waste reuse,10716.0
2019,ACT,Organics,C&D,Energy from waste facility,Energy recovery,0.0
2019,ACT,Organics,C&D,Landfill,Disposal,227.0
2019,ACT,Organics,C&D,Landfill,Energy recovery,50.0
2019,ACT,Organics,C&D,Recycling,Recycling,0.0
2019,ACT,Organics,C&I,Energy from waste facility,Energy recovery,0.0
2019,ACT,Organics,C&I,Landfill,Disposal,13259.0
2019,ACT,Organics,C&I,Landfill,Energy recovery,5669.0
2019,ACT,Organics,C&I,Other disposal,Disposal,20186.0
2019,ACT,Organics,C&I,Recycling,Recycling,1718.0
2019,ACT,Organics,MSW,Energy from waste facility,Energy recovery,0.0
2019,ACT,Organics,MSW,Landfill,Disposal,38207.0
2019,ACT,Organics,MSW,Landfill,Energy recovery,14599.0
2019,ACT,Organics,MSW,Recycling,Recycling,156283.0
2019,ACT,Organics,Total,Energy from waste facility,Energy recovery,0.0
2019,ACT,Organics,Total,Landfill,Disposal,51694.0
2019,ACT,Organics,Total,Landfill,Energy recovery,20317.0
2019,ACT,Organics,Total,Other disposal,Disposal,20186.0
2019,ACT,Organics,Total,Recycling,Recycling,158001.0
2019,ACT,Plastics,C&D,Recycling,Recycling,59.0
2019,ACT,Plastics,C&I,Recycling,Recycling,462.0
2019,ACT,Plastics,MSW,Recycling,Recycling,2376.0
2019,ACT,Plastics,Total,Recycling,Recycling,2898.0
2019,NSW,Chemicals,C&D,Energy from waste facility,Energy recovery,0.0
2019,NSW,Chemicals,C&D,Landfill,Disposal,0.0
2019,NSW,Chemicals,C&D,Other disposal,Disposal,0.0
2019,NSW,Chemicals,C&D,Recycling,Recycling,0.0
2019,NSW,Chemicals,C&D,Treatment,Disposal,0.0
2019,NSW,Chemicals,C&D,Treatment,Energy recovery,0.0
2019,NSW,Chemicals,C&D,Treatment,Recycling,0.0
2019,NSW,Chemicals,C&I,Energy from waste facility,Energy recovery,0.0
2019,NSW,Chemicals,C&I,Landfill,Disposal,5305.0
2019,NSW,Chemicals,C&I,Other disposal,Disposal,3.0
2019,NSW,Chemicals,C&I,Recycling,Recycling,198712.0
2019,NSW,Chemicals,C&I,Treatment,Disposal,33598.0
2019,NSW,Chemicals,C&I,Treatment,Energy recovery,20488.0
2019,NSW,Chemicals,C&I,Treatment,Recycling,138961.0
2019,NSW,Chemicals,Total,Energy from waste facility,Energy recovery,0.0
2019,NSW,Chemicals,Total,Landfill,Disposal,5305.0
2019,NSW,Chemicals,Total,Other disposal,Disposal,3.0
2019,NSW,Chemicals,Total,Recycling,Recycling,198712.0
2019,NSW,Chemicals,Total,Treatment,Disposal,33598.0
2019,NSW,Chemicals,Total,Treatment,Energy recovery,20488.0
2019,NSW,Chemicals,Total,Treatment,Recycling,138961.0
2019,NSW,Construction Waste,C&D,Energy from waste facility,Energy recovery,0.0
2019,NSW,Construction Waste,C&D,Landfill,Disposal,53310.0
2019,NSW,Construction Waste,C&D,Landfill,Energy recovery,1898.0
2019,NSW,Construction Waste,C&D,Recycling,Recycling,6417923.0
2019,NSW,Construction Waste,C&I,Energy from waste facility,Energy recovery,0.0
2019,NSW,Construction Waste,C&I,Landfill,Disposal,291750.0
2019,NSW,Construction Waste,C&I,Landfill,Energy recovery,10386.0
2019,NSW,Construction Waste,C&I,Recycling,Recycling,171930.0
2019,NSW,Construction Waste,MSW,Energy from waste facility,Energy recovery,0.0
2019,NSW,Construction Waste,MSW,Landfill,Disposal,35453.0
2019,NSW,Construction Waste,MSW,Landfill,Energy recovery,1262.0
2019,NSW,Construction Waste,MSW,Recycling,Recycling,17047.0
2019,NSW,Construction Waste,Total,Energy from waste facility,Energy recovery,0.0
2019,NSW,Construction Waste,Total,Landfill,Disposal,380514.0
2019,NSW,Construction Waste,Total,Landfill,Energy recovery,13546.0
2019,NSW,Construction Waste,Total,Recycling,Recycling,6606901.0
2019,NSW,Glass,C&D,Recycling,Recycling,841.0
2019,NSW,Glass,C&I,Recycling,Recycling,56333.0
2019,NSW,Glass,MSW,Recycling,Recycling,264533.0
2019,NSW,Glass,Total,Recycling,Recycling,321707.0
2019,NSW,Metals,C&D,Recycling,Recycling,701471.0
2019,NSW,Metals,C&I,Recycling,Recycling,651722.0
