Year,Jurisdiction,Type,Stream,Fate,Tonnes
2018,SA,Other organics,C&I,Energy recovery,415.0
2018,SA,Other organics,C&I,Recycling,528585.0
2018,SA,Other organics,MSW,Disposal,17014.0
2018,SA,Other organics,MSW,Energy recovery,4065.0
2018,SA,Other organics,MSW,Recycling,0.0
2018,SA,Other organics,Total,Disposal,19029.0
2018,SA,Other organics,Total,Energy recovery,4546.0
2018,SA,Other organics,Total,Recycling,529114.0
2018,SA,Other plastics (7),C&D,Recycling,87.0
2018,SA,Other plastics (7),C&I,Recycling,47.0
2018,SA,Other plastics (7),MSW,Recycling,3990.0
2018,SA,Other plastics (7),Total,Recycling,4124.0
2018,SA,Other soil/sludges (other N),C&D,Disposal,0.0
2018,SA,Other soil/sludges (other N),C&D,Energy recovery,0.0
2018,SA,Other soil/sludges (other N),C&D,Recycling,0.0
2018,SA,Other soil/sludges (other N),C&I,Disposal,27881.633747491403
2018,SA,Other soil/sludges (other N),C&I,Energy recovery,0.0
2018,SA,Other soil/sludges (other N),C&I,Recycling,8961.7761855086
2018,SA,Other soil/sludges (other N),Total,Disposal,27881.633747491403
2018,SA,Other soil/sludges (other N),Total,Energy recovery,0.0
2018,SA,Other soil/sludges (other N),Total,Recycling,8961.7761855086
2018,SA,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2018,SA,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2018,SA,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2018,SA,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,977.3903678059713
2018,SA,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,254.23639310716376
2018,SA,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,258.7388530868652
2018,SA,"Paints, resins, inks, organic sludges (F)",Total,Disposal,977.3903678059713
2018,SA,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,254.23639310716376
2018,SA,"Paints, resins, inks, organic sludges (F)",Total,Recycling,258.7388530868652
2018,SA,Pesticides (H),C&D,Disposal,0.0
2018,SA,Pesticides (H),C&D,Energy recovery,0.0
2018,SA,Pesticides (H),C&D,Recycling,0.0
2018,SA,Pesticides (H),C&I,Disposal,517.34829
2018,SA,Pesticides (H),C&I,Energy recovery,0.0
2018,SA,Pesticides (H),C&I,Recycling,0.0
2018,SA,Pesticides (H),Total,Disposal,517.34829
2018,SA,Pesticides (H),Total,Energy recovery,0.0
2018,SA,Pesticides (H),Total,Recycling,0.0
2018,SA,Plasterboard & cement sheeting,C&D,Disposal,11776.0
2018,SA,Plasterboard & cement sheeting,C&D,Recycling,1019.0
2018,SA,Plasterboard & cement sheeting,C&I,Disposal,759.0
2018,SA,Plasterboard & cement sheeting,C&I,Recycling,11.0
2018,SA,Plasterboard & cement sheeting,MSW,Recycling,85.0
2018,SA,Plasterboard & cement sheeting,Total,Disposal,12535.0
2018,SA,Plasterboard & cement sheeting,Total,Recycling,1115.0
2018,SA,Plating and heat treatment (A),C&D,Disposal,0.0
2018,SA,Plating and heat treatment (A),C&D,Energy recovery,0.0
2018,SA,Plating and heat treatment (A),C&D,Recycling,0.0
2018,SA,Plating and heat treatment (A),C&I,Disposal,9.258502
2018,SA,Plating and heat treatment (A),C&I,Energy recovery,0.0
2018,SA,Plating and heat treatment (A),C&I,Recycling,0.0
2018,SA,Plating and heat treatment (A),Total,Disposal,9.258502
2018,SA,Plating and heat treatment (A),Total,Energy recovery,0.0
2018,SA,Plating and heat treatment (A),Total,Recycling,0.0
2018,SA,Polyethylene terephthalate (PET) (1),C&D,Recycling,0.0
2018,SA,Polyethylene terephthalate (PET) (1),C&I,Recycling,1967.0
2018,SA,Polyethylene terephthalate (PET) (1),MSW,Recycling,2950.0
2018,SA,Polyethylene terephthalate (PET) (1),Total,Recycling,4917.0
2018,SA,Polymer coated paperboard,C&D,Recycling,0.0
2018,SA,Polymer coated paperboard,C&I,Recycling,158.0
2018,SA,Polymer coated paperboard,MSW,Recycling,596.0
2018,SA,Polymer coated paperboard,Total,Recycling,754.0
2018,SA,Polypropylene (PP) (5),C&D,Recycling,0.0
2018,SA,Polypropylene (PP) (5),C&I,Recycling,421.0
2018,SA,Polypropylene (PP) (5),MSW,Recycling,227.0
2018,SA,Polypropylene (PP) (5),Total,Recycling,648.0
2018,SA,Polystyrene (PS) (6),C&D,Recycling,93.0
2018,SA,Polystyrene (PS) (6),C&I,Recycling,449.0
2018,SA,Polystyrene (PS) (6),MSW,Recycling,11.0
2018,SA,Polystyrene (PS) (6),Total,Recycling,552.0
2018,SA,Polyvinyl chloride (PVC) (3),C&D,Recycling,0.0
2018,SA,Polyvinyl chloride (PVC) (3),C&I,Recycling,72.0
2018,SA,Polyvinyl chloride (PVC) (3),MSW,Recycling,3.0
2018,SA,Polyvinyl chloride (PVC) (3),Total,Recycling,75.0
2018,SA,Reactive chemicals (E),C&D,Disposal,0.0
2018,SA,Reactive chemicals (E),C&D,Energy recovery,0.0
2018,SA,Reactive chemicals (E),C&D,Recycling,0.0
2018,SA,Reactive chemicals (E),C&I,Disposal,9.218889999999998
2018,SA,Reactive chemicals (E),C&I,Energy recovery,0.0
2018,SA,Reactive chemicals (E),C&I,Recycling,0.8000000000000003
2018,SA,Reactive chemicals (E),Total,Disposal,9.218889999999998
2018,SA,Reactive chemicals (E),Total,Energy recovery,0.0
2018,SA,Reactive chemicals (E),Total,Recycling,0.8000000000000003
2018,SA,Rubble,C&D,Disposal,33569.0
2018,SA,Rubble,C&D,Recycling,0.0
2018,SA,Rubble,C&I,Disposal,6017.0
2018,SA,Rubble,C&I,Recycling,6000.0
2018,SA,Rubble,MSW,Recycling,0.0
2018,SA,Rubble,Total,Disposal,39586.0
2018,SA,Rubble,Total,Recycling,6000.0
2018,SA,Textiles,C&D,Recycling,0.0
2018,SA,Textiles,C&I,Recycling,0.0
2018,SA,Textiles,MSW,Recycling,2565.0
2018,SA,Textiles,Total,Recycling,2565.0
2018,SA,Timber,C&D,Disposal,36033.0
2018,SA,Timber,C&D,Energy recovery,1445.0
2018,SA,Timber,C&D,Recycling,48557.0
2018,SA,Timber,C&I,Disposal,8521.0
2018,SA,Timber,C&I,Energy recovery,88155.0
2018,SA,Timber,C&I,Recycling,79707.0
2018,SA,Timber,MSW,Disposal,9625.0
2018,SA,Timber,MSW,Energy recovery,386.0
2018,SA,Timber,MSW,Recycling,725.0
2018,SA,Timber,Total,Disposal,54179.0
2018,SA,Timber,Total,Energy recovery,89986.0
2018,SA,Timber,Total,Recycling,128989.0
2018,SA,Tyres (T140),C&D,Disposal,0.0
2018,SA,Tyres (T140),C&D,Energy recovery,0.0
2018,SA,Tyres (T140),C&D,Recycling,0.0
2018,SA,Tyres (T140),C&I,Disposal,7160.655737704918
2018,SA,Tyres (T140),C&I,Energy recovery,12786.88524590164
2018,SA,Tyres (T140),C&I,Recycling,11252.459016393443
2018,SA,Tyres (T140),Total,Disposal,7160.655737704918
2018,SA,Tyres (T140),Total,Energy recovery,12786.88524590164
2018,SA,Tyres (T140),Total,Recycling,11252.459016393443
2018,SA,Unclassified materials,C&D,Recycling,0.0
2018,SA,Unclassified materials,C&I,Recycling,18613.0
2018,SA,Unclassified materials,MSW,Recycling,0.0
2018,SA,Unclassified materials,Total,Recycling,18613.0
2018,Tas,Acids (B),C&D,Disposal,0.0
2018,Tas,Acids (B),C&D,Energy recovery,0.0
2018,Tas,Acids (B),C&D,Recycling,0.0
2018,Tas,Acids (B),C&I,Disposal,0.0
2018,Tas,Acids (B),C&I,Energy recovery,0.0
2018,Tas,Acids (B),C&I,Recycling,0.0
2018,Tas,Acids (B),Total,Disposal,0.0
2018,Tas,Acids (B),Total,Energy recovery,0.0
2018,Tas,Acids (B),Total,Recycling,0.0
2018,Tas,Alkalis (C),C&D,Disposal,0.0
2018,Tas,Alkalis (C),C&D,Energy recovery,0.0
2018,Tas,Alkalis (C),C&D,Recycling,0.0
2018,Tas,Alkalis (C),C&I,Disposal,0.13393906034755154
2018,Tas,Alkalis (C),C&I,Energy recovery,0.0
2018,Tas,Alkalis (C),C&I,Recycling,0.9260609396524484
2018,Tas,Alkalis (C),Total,Disposal,0.13393906034755154
2018,Tas,Alkalis (C),Total,Energy recovery,0.0
2018,Tas,Alkalis (C),Total,Recycling,0.9260609396524484
2018,Tas,Aluminium,C&D,Recycling,0.0
2018,Tas,Aluminium,C&I,Recycling,543.0
2018,Tas,Aluminium,MSW,Recycling,468.0
2018,Tas,Aluminium,Total,Recycling,1011.0
2018,Tas,Asbestos (N220),C&D,Disposal,1759.1593579200294
2018,Tas,Asbestos (N220),C&D,Energy recovery,0.0
2018,Tas,Asbestos (N220),C&D,Recycling,0.8653420799707103
2018,Tas,Asbestos (N220),C&I,Disposal,1498.5431567466917
2018,Tas,Asbestos (N220),C&I,Energy recovery,0.0
2018,Tas,Asbestos (N220),C&I,Recycling,0.7371432533083828
2018,Tas,Asbestos (N220),Total,Disposal,3257.702514666721
2018,Tas,Asbestos (N220),Total,Energy recovery,0.0
2018,Tas,Asbestos (N220),Total,Recycling,1.6024853332790931
2018,Tas,Biosolids,C&I,Disposal,0.0
2018,Tas,Biosolids,C&I,Recycling,34980.0
2018,Tas,Biosolids,Total,Disposal,0.0
2018,Tas,Biosolids,Total,Recycling,34980.0
2018,Tas,Cardboard,C&D,Recycling,0.0
2018,Tas,Cardboard,C&I,Recycling,11065.0
2018,Tas,Cardboard,Total,Recycling,11065.0
2018,Tas,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2018,Tas,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2018,Tas,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2018,Tas,Clinical and pharmaceutical (R),C&I,Disposal,59.39318449062846
2018,Tas,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2018,Tas,Clinical and pharmaceutical (R),C&I,Recycling,0.14681550937153945
2018,Tas,Clinical and pharmaceutical (R),Total,Disposal,59.39318449062846
2018,Tas,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2018,Tas,Clinical and pharmaceutical (R),Total,Recycling,0.14681550937153945
2018,Tas,Contaminated soils (N120),C&D,Disposal,24190.725834663524
2018,Tas,Contaminated soils (N120),C&D,Energy recovery,0.0
2018,Tas,Contaminated soils (N120),C&D,Recycling,2337.6741653364734
2018,Tas,Contaminated soils (N120),C&I,Disposal,9407.504491258038
2018,Tas,Contaminated soils (N120),C&I,Energy recovery,0.0
2018,Tas,Contaminated soils (N120),C&I,Recycling,909.095508741962
2018,Tas,Contaminated soils (N120),Total,Disposal,33598.23032592156
2018,Tas,Contaminated soils (N120),Total,Energy recovery,0.0
2018,Tas,Contaminated soils (N120),Total,Recycling,3246.769674078436
2018,Tas,Food organics,C&D,Disposal,0.0
2018,Tas,Food organics,C&D,Energy recovery,0.0
2018,Tas,Food organics,C&I,Disposal,35085.0
2018,Tas,Food organics,C&I,Energy recovery,12022.0
2018,Tas,Food organics,MSW,Disposal,38853.0
2018,Tas,Food organics,MSW,Energy recovery,13314.0
2018,Tas,Food organics,Total,Disposal,73938.0
2018,Tas,Food organics,Total,Energy recovery,25336.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,537.6488181182702
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,6118.8010887154105
2018,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Disposal,537.6488181182702
2018,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Energy recovery,0.0
2018,Tas,"Food-derived hazardous wastes (K100, K110)",Total,Recycling,6118.8010887154105
2018,Tas,Garden organics,C&D,Disposal,609.0
2018,Tas,Garden organics,C&D,Energy recovery,102.0
2018,Tas,Garden organics,C&I,Disposal,7513.0
2018,Tas,Garden organics,C&I,Energy recovery,1252.0
2018,Tas,Garden organics,MSW,Disposal,21081.0
2018,Tas,Garden organics,MSW,Energy recovery,3512.0
2018,Tas,Garden organics,Total,Disposal,29203.0
2018,Tas,Garden organics,Total,Energy recovery,4865.0
2018,Tas,Glass from food and beverage containers,C&D,Recycling,0.0
2018,Tas,Glass from food and beverage containers,C&I,Recycling,1001.0
2018,Tas,Glass from food and beverage containers,MSW,Recycling,12270.0
2018,Tas,Glass from food and beverage containers,Total,Recycling,13272.0
2018,Tas,Inorganic chemicals (D),C&D,Disposal,0.0
2018,Tas,Inorganic chemicals (D),C&D,Energy recovery,0.0
2018,Tas,Inorganic chemicals (D),C&D,Recycling,0.0
2018,Tas,Inorganic chemicals (D),C&I,Disposal,67681.60923863474
2018,Tas,Inorganic chemicals (D),C&I,Energy recovery,0.0
2018,Tas,Inorganic chemicals (D),C&I,Recycling,315451.5371122513
2018,Tas,Inorganic chemicals (D),Total,Disposal,67681.60923863474
2018,Tas,Inorganic chemicals (D),Total,Energy recovery,0.0
2018,Tas,Inorganic chemicals (D),Total,Recycling,315451.5371122513
2018,Tas,Iron and steel,C&D,Recycling,0.0
2018,Tas,Iron and steel,C&I,Recycling,4839.0
2018,Tas,Iron and steel,MSW,Recycling,723.0
2018,Tas,Iron and steel,Total,Recycling,5561.0
2018,Tas,Leather & rubber (excl. tyres),C&I,Recycling,78.0
2018,Tas,Leather & rubber (excl. tyres),Total,Recycling,78.0
2018,Tas,Newsprint & magazines,C&D,Recycling,0.0
2018,Tas,Newsprint & magazines,C&I,Recycling,0.0
2018,Tas,Newsprint & magazines,Total,Recycling,0.0
2018,Tas,Non-ferrous metals (ex. aluminium),C&D,Recycling,0.0
2018,Tas,Non-ferrous metals (ex. aluminium),C&I,Recycling,0.0
2018,Tas,Non-ferrous metals (ex. aluminium),MSW,Recycling,0.0
2018,Tas,Non-ferrous metals (ex. aluminium),Total,Recycling,0.0
2018,Tas,Office paper,C&D,Recycling,0.0
2018,Tas,Office paper,C&I,Recycling,4247.0
2018,Tas,Office paper,Total,Recycling,4247.0
2018,Tas,Oils (J),C&D,Disposal,0.0
2018,Tas,Oils (J),C&D,Energy recovery,0.0
2018,Tas,Oils (J),C&D,Recycling,0.0
2018,Tas,Oils (J),C&I,Disposal,11.33108087608166
2018,Tas,Oils (J),C&I,Energy recovery,18.46790321757789
2018,Tas,Oils (J),C&I,Recycling,156.84801590634044
2018,Tas,Oils (J),Total,Disposal,11.33108087608166
2018,Tas,Oils (J),Total,Energy recovery,18.46790321757789
2018,Tas,Oils (J),Total,Recycling,156.84801590634044
2018,Tas,Organic chemicals (M),C&D,Disposal,0.0
2018,Tas,Organic chemicals (M),C&D,Energy recovery,0.0
2018,Tas,Organic chemicals (M),C&D,Recycling,0.0
2018,Tas,Organic chemicals (M),C&I,Disposal,0.0
2018,Tas,Organic chemicals (M),C&I,Energy recovery,0.0
2018,Tas,Organic chemicals (M),C&I,Recycling,0.0
2018,Tas,Organic chemicals (M),Total,Disposal,0.0
2018,Tas,Organic chemicals (M),Total,Energy recovery,0.0
2018,Tas,Organic chemicals (M),Total,Recycling,0.0
2018,Tas,Organic solvents (G),C&D,Disposal,0.0
2018,Tas,Organic solvents (G),C&D,Energy recovery,0.0
2018,Tas,Organic solvents (G),C&D,Recycling,0.0
2018,Tas,Organic solvents (G),C&I,Disposal,90.61432698801434
2018,Tas,Organic solvents (G),C&I,Energy recovery,6.815485890193418
2018,Tas,Organic solvents (G),C&I,Recycling,47.285187121792255
2018,Tas,Organic solvents (G),Total,Disposal,90.61432698801434
2018,Tas,Organic solvents (G),Total,Energy recovery,6.815485890193418
2018,Tas,Organic solvents (G),Total,Recycling,47.285187121792255
2018,Tas,Other,C&D,Disposal,0.0
2018,Tas,Other,C&D,Energy recovery,0.0
2018,Tas,Other,C&D,Recycling,0.0
2018,Tas,Other,C&I,Disposal,0.0
2018,Tas,Other,C&I,Energy recovery,0.0
2018,Tas,Other,C&I,Recycling,0.0
2018,Tas,Other,Total,Disposal,0.0
2018,Tas,Other,Total,Energy recovery,0.0
2018,Tas,Other,Total,Recycling,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",Total,Disposal,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",Total,Energy recovery,0.0
2018,Tas,"Other hazardous organic wastes (K140, K190)",Total,Recycling,0.0
2018,Tas,Other miscellaneous (other T),C&D,Disposal,0.0
2018,Tas,Other miscellaneous (other T),C&D,Energy recovery,0.0
2018,Tas,Other miscellaneous (other T),C&D,Recycling,0.0
2018,Tas,Other miscellaneous (other T),C&I,Disposal,62.40802648773351
2018,Tas,Other miscellaneous (other T),C&I,Energy recovery,0.0
2018,Tas,Other miscellaneous (other T),C&I,Recycling,4.561973512266496
2018,Tas,Other miscellaneous (other T),Total,Disposal,62.40802648773351
2018,Tas,Other miscellaneous (other T),Total,Energy recovery,0.0
2018,Tas,Other miscellaneous (other T),Total,Recycling,4.561973512266496
2018,Tas,Other organics,C&D,Disposal,0.0
2018,Tas,Other organics,C&D,Energy recovery,0.0
2018,Tas,Other organics,C&I,Disposal,2787.0
2018,Tas,Other organics,C&I,Energy recovery,499.0
2018,Tas,Other organics,MSW,Disposal,5056.0
2018,Tas,Other organics,MSW,Energy recovery,906.0
2018,Tas,Other organics,Total,Disposal,7844.0
2018,Tas,Other organics,Total,Energy recovery,1405.0
2018,Tas,Other soil/sludges (other N),C&D,Disposal,0.0
2018,Tas,Other soil/sludges (other N),C&D,Energy recovery,0.0
2018,Tas,Other soil/sludges (other N),C&D,Recycling,0.0
2018,Tas,Other soil/sludges (other N),C&I,Disposal,1010.096502710448
2018,Tas,Other soil/sludges (other N),C&I,Energy recovery,0.0
2018,Tas,Other soil/sludges (other N),C&I,Recycling,505.50349728955194
2018,Tas,Other soil/sludges (other N),Total,Disposal,1010.096502710448
2018,Tas,Other soil/sludges (other N),Total,Energy recovery,0.0
2018,Tas,Other soil/sludges (other N),Total,Recycling,505.50349728955194
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Disposal,0.0
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Energy recovery,0.0
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&D,Recycling,0.0
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Disposal,46.810972246335616
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Energy recovery,0.7951064391805169
2018,Tas,"Paints, resins, inks, organic sludges (F)",C&I,Recycling,7.457921314483862
2018,Tas,"Paints, resins, inks, organic sludges (F)",Total,Disposal,46.810972246335616
2018,Tas,"Paints, resins, inks, organic sludges (F)",Total,Energy recovery,0.7951064391805169
2018,Tas,"Paints, resins, inks, organic sludges (F)",Total,Recycling,7.457921314483862
2018,Tas,Pesticides (H),C&D,Disposal,0.0
2018,Tas,Pesticides (H),C&D,Energy recovery,0.0
2018,Tas,Pesticides (H),C&D,Recycling,0.0
2018,Tas,Pesticides (H),C&I,Disposal,101.58291872818147
2018,Tas,Pesticides (H),C&I,Energy recovery,0.0
2018,Tas,Pesticides (H),C&I,Recycling,48.41708127181853
2018,Tas,Pesticides (H),Total,Disposal,101.58291872818147
2018,Tas,Pesticides (H),Total,Energy recovery,0.0
2018,Tas,Pesticides (H),Total,Recycling,48.41708127181853
2018,Tas,Plating and heat treatment (A),C&D,Disposal,0.0
2018,Tas,Plating and heat treatment (A),C&D,Energy recovery,0.0
2018,Tas,Plating and heat treatment (A),C&D,Recycling,0.0
2018,Tas,Plating and heat treatment (A),C&I,Disposal,0.0
2018,Tas,Plating and heat treatment (A),C&I,Energy recovery,0.0
2018,Tas,Plating and heat treatment (A),C&I,Recycling,0.0
2018,Tas,Plating and heat treatment (A),Total,Disposal,0.0
2018,Tas,Plating and heat treatment (A),Total,Energy recovery,0.0
2018,Tas,Plating and heat treatment (A),Total,Recycling,0.0
2018,Tas,Polymer coated paperboard,C&D,Recycling,0.0
2018,Tas,Polymer coated paperboard,C&I,Recycling,1701.0
2018,Tas,Polymer coated paperboard,Total,Recycling,1701.0
2018,Tas,Reactive chemicals (E),C&D,Disposal,0.0
2018,Tas,Reactive chemicals (E),C&D,Energy recovery,0.0
2018,Tas,Reactive chemicals (E),C&D,Recycling,0.0
2018,Tas,Reactive chemicals (E),C&I,Disposal,1.3678770529467634
2018,Tas,Reactive chemicals (E),C&I,Energy recovery,0.0
2018,Tas,Reactive chemicals (E),C&I,Recycling,0.03212294705323649
2018,Tas,Reactive chemicals (E),Total,Disposal,1.3678770529467634
2018,Tas,Reactive chemicals (E),Total,Energy recovery,0.0
2018,Tas,Reactive chemicals (E),Total,Recycling,0.03212294705323649
2018,Tas,Textiles,C&I,Recycling,163.0
2018,Tas,Textiles,Total,Recycling,163.0
2018,Tas,Timber,C&D,Disposal,2068.0
2018,Tas,Timber,C&D,Energy recovery,65.0
2018,Tas,Timber,C&I,Disposal,26556.0
2018,Tas,Timber,C&I,Energy recovery,832.0
2018,Tas,Timber,MSW,Disposal,1445.0
2018,Tas,Timber,MSW,Energy recovery,45.0
2018,Tas,Timber,Total,Disposal,30069.0
2018,Tas,Timber,Total,Energy recovery,942.0
2018,Tas,Tyres (T140),C&D,Disposal,0.0
2018,Tas,Tyres (T140),C&D,Energy recovery,0.0
2018,Tas,Tyres (T140),C&D,Recycling,0.0
2018,Tas,Tyres (T140),C&I,Disposal,2926.605504587156
2018,Tas,Tyres (T140),C&I,Energy recovery,3633.02752293578
2018,Tas,Tyres (T140),C&I,Recycling,4440.366972477064
2018,Tas,Tyres (T140),Total,Disposal,2926.605504587156
2018,Tas,Tyres (T140),Total,Energy recovery,3633.02752293578
2018,Tas,Tyres (T140),Total,Recycling,4440.366972477064
2018,Vic,Acids (B),C&D,Disposal,0.0
2018,Vic,Acids (B),C&D,Energy recovery,0.0
2018,Vic,Acids (B),C&D,Recycling,0.0
2018,Vic,Acids (B),C&I,Disposal,10375.530057889337
2018,Vic,Acids (B),C&I,Energy recovery,0.0
2018,Vic,Acids (B),C&I,Recycling,15717.934218110659
2018,Vic,Acids (B),Total,Disposal,10375.530057889337
2018,Vic,Acids (B),Total,Energy recovery,0.0
2018,Vic,Acids (B),Total,Recycling,15717.934218110659
2018,Vic,Alkalis (C),C&D,Disposal,0.0
2018,Vic,Alkalis (C),C&D,Energy recovery,0.0
2018,Vic,Alkalis (C),C&D,Recycling,0.0
2018,Vic,Alkalis (C),C&I,Disposal,3458.9105624870967
2018,Vic,Alkalis (C),C&I,Energy recovery,0.0
2018,Vic,Alkalis (C),C&I,Recycling,3599.722865012905
2018,Vic,Alkalis (C),Total,Disposal,3458.9105624870967
2018,Vic,Alkalis (C),Total,Energy recovery,0.0
2018,Vic,Alkalis (C),Total,Recycling,3599.722865012905
2018,Vic,Aluminium,C&D,Recycling,9728.0
2018,Vic,Aluminium,C&I,Recycling,76340.0
2018,Vic,Aluminium,MSW,Recycling,17095.0
2018,Vic,Aluminium,Total,Recycling,103163.0
2018,Vic,Asbestos (N220),C&D,Disposal,55519.41207596174
2018,Vic,Asbestos (N220),C&D,Energy recovery,0.0
2018,Vic,Asbestos (N220),C&D,Recycling,15.367856438198348
2018,Vic,Asbestos (N220),C&I,Disposal,47294.31399063407
2018,Vic,Asbestos (N220),C&I,Energy recovery,0.0
2018,Vic,Asbestos (N220),C&I,Recycling,13.091136965872664
2018,Vic,Asbestos (N220),Total,Disposal,102813.72606659582
2018,Vic,Asbestos (N220),Total,Energy recovery,0.0
2018,Vic,Asbestos (N220),Total,Recycling,28.458993404071013
2018,Vic,Ash,C&I,Long-term storage,857179.5165256734
2018,Vic,Ash,C&I,Recycling,0.0
2018,Vic,Ash,Total,Long-term storage,857179.5165256734
2018,Vic,Ash,Total,Recycling,0.0
2018,Vic,Asphalt,C&D,Recycling,231219.0
2018,Vic,Asphalt,C&I,Recycling,341.0
2018,Vic,Asphalt,MSW,Recycling,0.0
2018,Vic,Asphalt,Total,Recycling,231560.0
2018,Vic,Biosolids,C&I,Disposal,25616.666666666664
2018,Vic,Biosolids,C&I,Recycling,486716.66666666657
2018,Vic,Biosolids,Total,Disposal,25616.666666666664
2018,Vic,Biosolids,Total,Recycling,486716.66666666657
2018,Vic,"Bricks, concrete and pavers",C&D,Recycling,3515007.0
2018,Vic,"Bricks, concrete and pavers",C&I,Recycling,103.0
2018,Vic,"Bricks, concrete and pavers",MSW,Recycling,0.0
2018,Vic,"Bricks, concrete and pavers",Total,Recycling,3515110.0
2018,Vic,Cardboard,C&D,Recycling,84.0
2018,Vic,Cardboard,C&I,Recycling,553024.0
2018,Vic,Cardboard,MSW,Recycling,0.0
2018,Vic,Cardboard,Total,Recycling,553108.0
2018,Vic,Clinical and pharmaceutical (R),C&D,Disposal,0.0
2018,Vic,Clinical and pharmaceutical (R),C&D,Energy recovery,0.0
2018,Vic,Clinical and pharmaceutical (R),C&D,Recycling,0.0
2018,Vic,Clinical and pharmaceutical (R),C&I,Disposal,16754.982177698865
2018,Vic,Clinical and pharmaceutical (R),C&I,Energy recovery,0.0
2018,Vic,Clinical and pharmaceutical (R),C&I,Recycling,117.21337870115354
2018,Vic,Clinical and pharmaceutical (R),Total,Disposal,16754.982177698865
2018,Vic,Clinical and pharmaceutical (R),Total,Energy recovery,0.0
2018,Vic,Clinical and pharmaceutical (R),Total,Recycling,117.21337870115354
2018,Vic,Contaminated soils (N120),C&D,Disposal,437953.13842468226
2018,Vic,Contaminated soils (N120),C&D,Energy recovery,0.0
2018,Vic,Contaminated soils (N120),C&D,Recycling,90815.8826282002
2018,Vic,Contaminated soils (N120),C&I,Disposal,170315.10938737646
2018,Vic,Contaminated soils (N120),C&I,Energy recovery,0.0
2018,Vic,Contaminated soils (N120),C&I,Recycling,35317.28768874452
2018,Vic,Contaminated soils (N120),Total,Disposal,608268.2478120588
2018,Vic,Contaminated soils (N120),Total,Energy recovery,0.0
2018,Vic,Contaminated soils (N120),Total,Recycling,126133.17031694471
2018,Vic,Food organics,C&D,Disposal,2095.0
2018,Vic,Food organics,C&D,Energy recovery,907.0
2018,Vic,Food organics,C&D,Recycling,1473.0
2018,Vic,Food organics,C&I,Disposal,215725.0
2018,Vic,Food organics,C&I,Energy recovery,93426.0
2018,Vic,Food organics,C&I,Recycling,73602.0
2018,Vic,Food organics,MSW,Disposal,493515.0
2018,Vic,Food organics,MSW,Energy recovery,213732.0
2018,Vic,Food organics,MSW,Recycling,46465.0
2018,Vic,Food organics,Total,Disposal,711335.0
2018,Vic,Food organics,Total,Energy recovery,339444.0
2018,Vic,Food organics,Total,Recycling,90161.0
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0.0
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0.0
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0.0
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,17232.855833720278
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0.0
2018,Vic,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,122200.42771427937
